CNPJ,EMPRESA,CODIGO
00.108.813/0001-08,PILCOMAYO PARTICIPACOES SA,14630
33.078.585/0001-11,PINA INTERC COML INDL PESCA SA,9571
61.182.606/0001-80,PINCEIS TIGRE SA,9580
05.200.092/0001-77,PINDARE SA,519316
14.170.443/0001-35,PINDORAMA AGRI COM IND SA,504971
05.017.017/0001-75,PINHEIRO SA IND MADEIREIRA,517755
12.822.045/0001-20,PINTO FORMOSO AGROPEC SA.,515469
15.603.798/0001-33,PIONEIRO HOTELARIA E TUR S/A,515930
15.603.798/0001-33,PIONEIRO HOTELARIA E TUR S/A,519553
05.918.309/0001-89,PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,19518
08.030.025/0001-40,PIQUIRI AGROPEC SA - PAPESA,507342
02.387.233/0001-14,PIRAJU PARTICIPACOES SA,17477
61.105.730/0001-41,PIRAMIDES BRASILIA SA IC,9598
61.150.751/0001-89,PIRELLI CABOS SA,9601
59.179.838/0001-37,PIRELLI PNEUS SA,13358
78.229.309/0001-45,PISA-PAPEL DE IMPRENSA SA,13730
16.203.564/0001-61,PISOS STA MARCIA SA,505684
33.679.797/0001-54,PJBANK SECURITIZADORA S.A.,24791
03.081.965/0001-44,PLAENGE CONCRETO PRE MOLD SA,502367
05.011.762/0001-07,PLANICIE AGROPECUARIA SA,518360
24.230.275/0001-80,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,25070
51.928.174/0001-50,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,13471
11.968.229/0001-30,PLAST MED SA,514195
34.536.862/0001-55,PLASTICOL PLAST TEC DA AM SA,514535
02.736.471/0001-98,PLATYPUS SA,18244
12.610.072/0001-30,PLAY BEVERAGE SOUTH AMERICA SA,22900
00.643.535/0001-80,PLAYCENTER SA,14907
27.740.547/0001-80,PLENA HOTEIS S/A,514616
12.820.973/0001-56,POCO VERDE AGRI SA,500550
02.395.548/0001-03,POCONÉ PARTICIPAÇÕES SA,17469
13.545.769/0001-37,POLIALDEN PETROQUIMICA SA,9636
15.145.691/0001-99,POLIFLEX DA BAHIA S.A INDUSTRIA, COMERCIO E EXPORTAÇÃO,9644
09.515.875/0001-09,POLIFRIO DO NE SA,503746
41.128.919/0001-42,POLIGRAN POLIM GRAN DO BR SA,515825
34.230.979/0001-06,POLIMIX CONCRETO S/A,6777
62.336.946/0001-80,POLIOLEFINAS SA,9660
04.897.146/0001-32,POLIPLAST SA PLAST DA AM,508926
01.391.425/0001-31,POLIPROPILENO PARTICIPACOES S.A.,15997
13.604.087/0001-58,POLIPROPILENO SA,9679
23.481.104/0001-60,POLIQUIMICA S/A,510084
13.603.683/0001-13,POLITENO IND E COMERCIO SA,9687
16.490.039/0001-74,POLITENO LINEAR IND E COM SA,14141
12.261.588/0001-16,POLO CAPITAL SECURITIZADORA S/A,22160
71.722.607/0001-23,POLONIA PARTICIPACOES SA,14192
59.789.545/0001-71,POLPAR S.A.,13447
35.980.960/0001-40,POLTEX POLIDO TEXTIL S/A,513130
90.025.214/0001-05,POLYMAX INFORMATICA SA,12041
09.126.970/0001-02,POLYNOR SA IC FIBS SINTS DA PB,9695
09.139.890/0001-91,POLYUTIL SA IND E COM MAT PLAS,506680
86.550.951/0001-50,POMIFRUTAS S/A - EM RECUPERAÇÃO JUDICIAL,19658
31.684.814/0001-16,PONTA AGROINDL SA,510220
09.009.366/0001-04,PONTE NOVA AGROINDL SA,503282
06.306.252/0001-20,PONTES SA AGROPASTORIL,502472
10.986.628/0001-61,PONTES SA HOT E TUR,502464
68.271.295/0001-74,PONTUAL LEASING SA ARREND MERC,14087
85.459.691/0001-49,PORCELANA SCHMIDT SA,9709
07.390.461/0001-67,PORCELANE SA,503339
01.376.634/0001-06,PORTHAL DO LAGO SA,15750
02.149.205/0001-69,PORTO SEGURO SA,16659
18.494.485/0001-82,PORTO SUDESTE V.M. S.A.,23523
04.912.242/0001-02,PORTUENSE FERRAGENS S/A,9717
10.846.981/0001-46,PORTX OPERAÇÕES PORTUÁRIAS S.A.,21776
81.243.735/0001-48,POSITIVO TECNOLOGIA S.A.,20362
60.333.085/0001-51,POTENZA LEASING ARREND MERC SA,13978
11.306.912/0001-02,POTHENCIA S/A - REFLORESTADORA,22152
30.793.020/0001-28,POUSADA DOS VELEIROS SA,517178
62.255.682/0001-30,PPE FIOS ESMALTADOS SA,21083
15.073.274/0001-88,PPLA PARTICIPATIONS LTD.,80152
31.484.314/0001-30,PRAIA GRANDE HOTEIS E TURISMO SA,516406
30.565.329/0001-60,PRAIAMAR EMPREEND TUR SA,506044
08.574.411/0001-00,PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.,24546
10.747.021/0001-29,PRÁTICA PARTICIPAÇÕES S.A.,23728
32.110.314/0001-33,PREDILETO ALIMENTOS SA,14010
05.489.802/0001-20,PREFABRICADOS ALFA DO MA SA,510815
05.489.802/0001-20,PREFABRICADOS ALFA DO MA SA,519502
08.794.497/0001-79,PREFERÊNCIA AGROPECUÁRIA SA,500062
61.142.469/0001-50,PREMESA SA IND E COMERCIO,9725
06.760.102/0001-91,PREMOLDE IND ARTEF CIMENTO S/A,504254
25.086.661/0001-02,PREMOLTINS - PREMOLDADOS TO SA,510700
02.396.693/0001-09,PRH9 PRODUÇÕES SA,18163
15.251.358/0001-64,PRICOMAR INDUSTRIA DE PESCA S/A,517224
03.504.271/0001-72,PRIMOROSA SA AGROPEC IND E COM,509027
03.504.271/0001-72,PRIMOROSA SA AGROPEC IND E COM,519235
18.593.815/0001-97,PRINER SERVIÇOS INDUSTRIAIS S.A.,24236
03.587.889/0001-43,PRIVATINVEST PARTICIPAÇÕES SA,18635
56.994.924/0001-05,PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL,1686
24.436.891/0001-91,PROCINSA PRODS CIRURG DO NE SA,516520
22.963.169/0001-80,PRODS AGRIC SA - PROASA,512346
06.264.774/0001-06,PRODS PEC ANGICO BRANCO SA,501557
02.291.077/0001-93,PRODUTORES ENERGETICOS DE MANSO SA,19232
12.541.066/0001-78,PRODUTOS E LIGAS PLASTICAS DO BRASIL S/A,510823
12.541.066/0001-78,PRODUTOS E LIGAS PLASTICAS DO BRASIL S/A,520918
61.141.982/0001-26,PRODUTOS QUIMICOS ELEKEIROZ SA,9750
45.453.214/0001-51,PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS,20346
10.782.100/0001-70,PROFERTIL-PROD QUIM FERT SA,511633
02.382.073/0001-10,PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO,23469
04.203.865/0001-06,PROMAPA PROD MAD DO PARA SA,502294
09.015.090/0001-69,PROMAR PESCA INDL SA,501905
24.401.622/0001-90,PROMASA PRODS MEDS ARACAJU SA,517496
61.391.603/0001-56,PROMETAL PRODS METALURGICOS SA,9768
01.394.549/0001-70,PROMOAUTO PARTICIPAÇÕES SA,15970
61.095.923/0001-69,PROMON ENGENHARIA SA,9776
55.737.514/0001-16,PROMON TECNOLOGIA SA,13293
02.992.449/0001-09,PROMPT PARTICIPAÇÕES S.A.,18333
13.552.070/0001-02,PRONOR PETROQUIMICA SA,9784
62.794.516/0001-02,PROPASA PRODS DE PAPEL SA,9792
05.007.794/0001-39,PROPEC MINERAL IND COM REP SA,501298
01.299.251/0001-81,PROPECUS AGROPECUÁRIA S.A.,519006
33.496.563/0001-71,PROSPEC SA PROSPECCAO AEROLEV,9814
08.143.133/0001-29,PROTEINA PROJ INTEGR ALIM SA,510793
27.071.778/0001-48,PROVALE IND E COM SA,516570
12.498.904/0001-78,PROVIDAX PARTICIPAÇÕES S/A,22314
02.736.122/0001-76,PRUDENTE NEVES AGROPEC SA,507202
08.741.499/0001-08,PRUMO LOGÍSTICA S.A.,21482
84.496.066/0001-04,PST ELETRÔNICA SA,21679
12.215.224/0001-08,PUERI IND COM DE CONFECCOES SA,507482
03.734.942/0001-91,PW BRASIL EXPORT S/A,518328
13.608.583/0001-80,QGN PARTICIPAÇÕES SA,9857
11.992.680/0001-93,QUALICORP SA,22497
35.791.391/0001-94,QUALITY SOFTWARE S.A.,23302
16.896.425/0001-60,QUARTZIL INFO SA,501689
28.418.903/0001-06,QUATRO ESTACOES HOT E TUR S/A,515973
04.705.090/0001-77,QUATTOR PETROQUÍMICA S.A.,19267
07.205.768/0001-40,QUEIROZ COMERCIO E PARTS SA,9830
51.744.803/0001-91,QUIM DA BAHIA IND E COM,501417
61.074.118/0001-59,QUIMBRASIL QUIM INDL BRAS SA,9849
14.727.457/0001-07,QUÍMICA GERAL DO NORDESTE S/A,507881
33.036.328/0001-17,QUIMIO PRODS QUIMICOS CI SA,9873
96.736.806/0001-11,QUIMISINOS SA,9881
04.960.720/0001-50,QUIXADA FAZ BOVINA DO PA SA,509922
34.649.293/0001-54,R.J. AVIC DA AMAZONIA SA,510963
06.260.897/0001-79,RACHID ABDALLA SA IND E COM,9903
33.643.305/0001-70,RACIMEC INFORMATICA BRAS SA,13056
58.371.261/0001-06,RACINVEST INVS IMOBILIARIOS SA,13803
43.202.951/0001-56,RACIONAL ENGENHARIA SA,9911
05.279.039/0001-03,RAÇÕES ARGO SA,506028
61.585.865/0001-51,RAIA DROGASIL S.A.,5258
60.605.664/0001-06,RAIA SA,22306
01.529.589/0001-82,RAIL SUL SA,15946
04.774.238/0001-25,RAISA RONDONIA AGROINDL SA,506141
08.070.508/0001-78,RAÍZEN ENERGIA S.A.,23230
10.964.948/0001-10,RAN REF ACUCAR NORTE SA,9970
04.567.400/0001-34,RANARIO REAL SA,501140
05.152.277/0001-53,RANARIO STA CRUZ SA,510920
10.523.280/0001-76,RANDON NORDESTE SA VEICS IMPLS,9938
89.086.144/0001-16,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,14109
88.610.829/0001-57,RANDON SA VEICULOS IMPLEMENTOS,9946
48.606.891/0001-50,RAROS AGROIND PROD AROM SA,502324
94.789.468/0001-50,RASIP AGRO PASTORIL SA,18279
14.041.032/0001-40,RAUTA COM IND DE MAD SA,503738
07.399.280/0001-00,RAVEL INDL SA,513610
10.574.937/0001-24,RAYMUNDO DA FONTE IND SA,504840
02.773.542/0001-22,RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,18406
03.559.006/0001-91,RB CAPITAL SECURITIZADORA S.A.,19860
20.451.953/0001-83,REAG SECURITIES - SECURITIZADORA DE CRÉDITOS S/A,23760
02.643.896/0001-52,REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,18430
02.670.203/0001-10,REAL CONSÓRCIO PART. S.A.(EM LIQUIDAÇÃO),18023
02.670.204/0001-65,REAL HOLDINGS PART. S.A. (EM LIQUIDAÇÃO),18007
28.154.847/0001-40,REALCAFE SOLUVEL DO BRASIL S/A,9962
28.154.847/0001-40,REALCAFE SOLUVEL DO BRASIL S/A,518298
02.670.205/0001-00,REALPAR PARTICIPAÇÕES S.A-EM LIQUIDAÇÃO,18015
01.430.815/0001-73,REASON S.A. COML. IMPORT. E EXPORTADORA,16519
06.349.242/0001-71,REC 844 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,19810
04.370.450/0001-27,REC SAO BERNARDO SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,19356
09.789.207/0001-61,RECIFE GRAFICA EDITORA SA,509914
91.333.666/0001-17,RECRUSUL SA,12572
06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,24821
61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,3190
06.839.302/0001-34,REDE INT DE HOT E P DO PI SA,516368
01.425.787/0001-04,REDECARD S/A,20893
12.126.500/0001-53,REDENTOR ENERGIA S/A,22128
67.915.785/0001-01,REDFACTOR FACTORING E FOMENTO COML S/A,19496
94.845.674/0001-30,REFINARIA PET IPIRANGA SA,9997
33.412.081/0001-96,REFINARIA PET MANGUINHOS SA,9989
04.922.415/0001-73,REFRIG GAROTO IND COM SA,509973
04.306.213/0001-05,REFRIMA SA-EQUIP INDUSTRIAIS,510106
11.665.114/0001-77,REGINA ALIMS SA,505471
13.349.677/0001-81,REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A,22802
47.349.535/0001-36,REMA SA,10022
76.008.960/0001-60,REMASA REFLORES MADEIREIRA SA,509876
17.475.161/0001-34,RENATO PEREIRA AGROPEC SA,502502
92.690.700/0001-73,RENNER HERRMANN SA,10030
02.659.727/0001-00,RENNER PARTICIPAÇÕES SA,17752
19.133.012/0001-12,RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A.,23744
08.534.605/0001-74,RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,21636
08.572.741/0001-59,REP REAL ESTATE PARTNERS DESENV IMOB SA,21539
39.325.436/0001-96,RESAM - RECAPAGEM SÃO MATHEUS S/A,515744
49.669.856/0001-43,RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA,21440
02.363.917/0001-86,RET PARTICIPAÇÕES S/A,17337
29.506.474/0001-91,REXAM BEVERAGE CAN SOUTH AMERICA S.A.,16250
11.818.783/0001-31,RG PRIVATE BROKERS INT. DE NEGÓCIOS IMOB. LTDA,22098
02.016.440/0001-62,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,16527
30.702.767/0001-23,RHC SECURITIZADORA DE CRÉDITOS S.A.,24635
89.163.430/0001-38,RHODIA AGRO SA,4421
57.507.626/0001-06,RHODIA SA,10065
15.179.682/0001-19,RHODIA-STER FIPACK SA,6106
10.718.971/0001-25,RIACHO AGROPEC SA,504645
06.963.029/0001-55,RIACHO NOVO AGROPEC S/A,516120
05.005.368/0001-66,RIAN AGROPECUARIA SA,517852
15.232.127/0001-03,RIB SA,12009
72.991.714/0001-10,RIBEIRAO PRETO WATER PARK SA,14583
06.855.894/0001-88,RIBEIRAO S/A,501654
13.012.554/0001-50,RIBEIRO CHAVES SA INDS,505021
80.902.018/0001-18,RICASA ROLANDIA IC E AGRI SA,10073
14.813.612/0001-08,RICINOR-RICINOQUIMICA DO NE SA,505161
15.756.398/0001-68,RICOPESCA NORTE-CAPTURA E COM,501115
06.495.683/0001-81,RICOPESCA-RIBAMAR IND E COM,501158
51.033.975/0001-57,RIMA IMPRESSORA SA,14036
18.279.158/0001-08,RIMA INDL SA,507172
29.388.352/0001-48,RIMET EMPREEND. INDS. E COMERCIAIS S/A,12840
32.430.993/0001-28,RIMO S/A INDÚSTRIA E COMÉRCIO,518190
69.423.127/0001-10,RIO CLARO AGROINDL SA,516929
11.603.511/0001-14,RIO CORRENTE AGROPEC SA,500143
01.794.426/0001-27,RIO CORTADO AGROPECUÁRIA S/A,518786
04.937.967/0001-55,RIO COTIA AGROPEC SA,509060
11.723.020/0001-07,RIO GRANDE AGROPEC SA,500283
90.348.632/0001-33,RIO GRANDE CIA CEL DO SUL,10081
02.016.439/0001-38,RIO GRANDE ENERGIA SA,16535
14.969.641/0001-63,RIO MONSARÁS PARTICIPAÇÕES S/A,22969
42.149.559/0001-28,RIO OTHON PALACE HOTEL SA,10090
00.100.685/0001-48,RIO PALMAS AGROPASTORIL SA,506338
02.998.301/0001-81,RIO PARANAPANEMA ENERGIA SA,18368
07.472.848/0001-62,RIO POTY AGROPEC SA,502189
06.858.260/0001-89,RIO PRATA AGROPEC SA,504009
24.072.183/0001-19,RIO PRETO AGROINDL SA,511307
12.780.870/0001-00,RIO PRETO AGROPECUÁRIA S/A,517577
03.392.498/0001-73,RIOEST ESTACIONAMENTOS SA,18872
28.442.718/0001-57,RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS,24368
04.989.745/0001-86,RIOPEC RIO SANGUE PECUARIA,513970
51.468.791/0001-10,RIPASA SA CELULOSE E PAPEL,10103
08.813.123/0001-53,RIQUE PALACE HOTEIS SA,510181
13.457.942/0001-45,RIVA 9 EMPREENDIMENTOS IMOBILIARIOS S/A,24996
92.750.793/0001-84,RIZZO SA IND ALIM,10111
08.281.683/0001-04,RJ CAPITAL PARTNERS S.A.,22330
67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,20451
04.268.165/0001-08,ROBUSTA AGROPEC SA,510009
06.246.961/0001-67,ROCHA SANTOS AGROIND SA,509485
22.800.833/0001-70,RODANA RELOGIOS S/A,510645
02.221.531/0001-30,RODONORTE - CONC. ROD. INTEGRADAS S.A.,19151
88.612.049/0001-46,RODOVIARIA SA IND IMPLS TRANSP,10120
03.025.305/0001-46,RODOVIAS DAS COLINAS S.A.,23167
84.584.416/0001-94,ROMANO MASSIGNAM SA IND COM,10138
29.088.092/0001-95,ROMAXIS SECURITIZADORA S.A.,24686
07.527.948/0001-49,ROMCY GRANJAS SA,504637
14.932.164/0001-61,RONAGRO AGROPECUARIA SA,512222
02.981.314/0001-48,RONDISTUR HOTEIS E TURISMO SA,517933
11.995.745/0001-54,ROPASC PARTICIPAÇÕES S/A,22195
04.650.248/0001-59,RORAIMA REFRIGERANTES SA,510343
56.991.490/0001-90,ROSAFER SA,10146
04.847.943/0001-05,ROSARIO AGROPASTORIL SA,510394
12.784.567/0001-85,ROSE FRANCE CONFEC SA,509442
31.687.262/0001-08,ROSH INDUSTRIAL S.A.,515884
61.065.751/0001-80,ROSSI RESIDENCIAL SA,16306
01.535.646/0001-36,ROSSI SECURITIES SA,15989
22.131.736/0001-31,RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A.,23787
03.765.375/0001-30,RRSPE EMPRENDIMENTOS E PARTICIPAÇÕES S/A,18856
04.925.301/0001-87,RUBERTEX COM E INDUSTRIA SA,10170
10.927.952/0001-09,RUFINO FERREIRA COM IND ACO SA,503142
21.976.484/0001-89,RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,24538
71.550.388/0001-42,RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.,23450
24.962.466/0001-36,RUMO MALHA NORTE S.A.,15300
39.115.514/0001-28,RUMO MALHA OESTE S.A.,17850
02.502.844/0001-66,RUMO MALHA PAULISTA S.A.,17930
01.258.944/0001-26,RUMO MALHA SUL S.A.,15709
02.387.241/0001-60,RUMO S.A.,17450
16.691.537/0001-85,RURAL AGROINVEST SA,500828
14.029.177/0001-25,RURAL BREJOLANDIA SA,500712
08.034.258/0001-10,RURAL GRAO SA,505757
60.582.608/0001-01,RURAL LEASING SA ARREND MERC,15296
39.817.101/0001-95,RURALTOUR TURISMO RURAL SA,516007
34.533.802/0001-89,S R PRODUTOS HOSPITALARES S A,512796
92.772.821/0001-64,S.A. (VIAÇÃO AÉREA RIO-GRANDENSE) - FALIDA,11681
00.982.476/0001-75,S.A.V.SA,15350
02.220.855/0001-53,S.F.S.P.V. EMPRS E PARTS SA,17809
02.250.726/0001-08,S.P.E.L. EMPREENDIMENTOS E PARTICIP. S.A,17817
13.255.633/0001-92,S/A CONSTANCIO VIEIRA,501611
07.476.955/0001-69,SA AGROINDL VALE DO ENGANO,509604
10.782.548/0001-94,SA BRASILEIRA IND OTICA SABIO,10189
10.074.623/0001-62,SA CONFECCOES BRAS SABRA,10197
33.132.275/0001-38,SA CORTUME CARIOCA,10200
33.040.437/0001-08,SA ENGEFUSA,10219
10.780.534/0001-31,SA EXP DE PROD PERNAMBUCANOS,502570
61.116.331/0001-86,SA FABRICA PRODS ALIMCS VIGOR,10227
07.710.304/0001-91,SA FAZ CAXITORE IND PEC E AGRICULTURA,518530
30.751.887/0001-10,SA MARVIN,12726
17.179.391/0001-56,SA MINERACAO DA TRINDADE,10260
15.104.599/0001-80,SA MINERACAO DE AMIANTO,13196
10.690.394/0001-00,SA PROTEIDOS DO BRASIL-PROBRAS,511137
08.250.912/0001-23,SA SALINEIRA DO NE SOSAL,504769
33.000.571/0001-85,SA WHITE MARTINS,10294
11.616.840/0001-08,SAAG INVESTIMENTOS S.A.,22756
22.949.192/0001-10,SABENJI IND COM EXP SA,505676
03.818.379/0001-30,SABER SERVIÇOS EDUCACIONAIS S.A.,24490
04.872.156/0001-13,SABINO DE OLIVEIRA COMERCIO E NAVEGAÇÃO S/A,513903
09.415.175/0001-34,SABUGI SA IND E COM,517844
08.039.919/0001-09,SACOPLAST-SACOS PLAST DO NE SA,511544
83.313.205/0001-54,SADIA AVICOLA SA,10308
83.568.147/0001-00,SADIA CONCORDIA SA IND E COM,10316
00.333.336/0001-76,SADIA MATO GROSSO SA,510432
03.906.591/0001-59,SADIA SA,10332
20.730.099/0001-94,SADIA SA,18848
49.039.936/0001-15,SADOKIN SA ELETRICA ELETRONICA,7048
08.140.464/0001-05,SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS,20400
43.338.730/0001-00,SAFRA HOLDING SA,10847
62.063.177/0001-94,SAFRA LEASING SA ARRENDAMENTO MERCANTIL,10340
62.063.177/0001-94,SAFRA LEASING SA ARRENDAMENTO MERCANTIL,19844
62.063.177/0001-94,SAFRA LEASING SA ARRENDAMENTO MERCANTIL,14184
43.422.013/0001-61,SAFRA SA ADM E PARTICIPACOES,10359
04.675.278/0001-10,SAFRITA MAUES SA,519723
24.150.278/0001-03,SAGAISA-STA GERTRUDES AGR IRR,510033
08.638.282/0001-69,SAHY PARTICIPAÇÕES SA,20826
28.672.087/0001-62,SAINT-GOBAIN CANALIZAÇÃO S/A,3689
60.853.942/0001-44,SAINT-GOBAIN VIDROS SA,4189
12.296.919/0001-53,SALGEMA INDS QUIMICAS SA,10367
28.131.308/0001-95,SALIBRAS SA IND E COM,505617
06.849.525/0001-82,SALMEPA SA ALIM MED PARNAIBA,500429
06.849.525/0001-82,SALMEPA SA ALIM MED PARNAIBA,520942
15.494.541/0001-90,SALUS INFRAESTRUTURA PORTUÁRIA S.A.,23540
15.237.191/0001-87,SALVADOR PRAIA HOT SA,501549
06.069.561/0001-23,SAMABRAS AGROPEC SA,508454
60.531.548/0001-90,SAMCIL SA SERV ASSIS MED AO CI,10383
41.133.406/0001-20,SAMPA SA MARIA PAZ AGRO PASTOR,516414
27.435.544/0001-32,SAN KARLO HOTEIS REUNIDOS SA,516449
27.435.544/0001-32,SAN KARLO HOTEIS REUNIDOS SA,521051
12.747.234/0001-86,SANASA STO ANTONIO AGROPEC SA,517259
05.371.372/0001-48,SANCHO AGROPEC SA,506087
16.934.580/0001-24,SANDRA TURISMO HOTEIS SA,519839
28.136.406/0001-15,SANDRI SA IND E COM,516422
01.616.929/0001-02,SANEAMENTO DE GOIAS SA,19186
02.724.983/0001-34,SANESALTO SANEAMENTO SA,19593
11.679.511/0001-06,SANGA SA NORD GURGUEIA AGROPEC,500348
04.721.932/0001-84,SANJAGRO STA JULIA AGROPEC S A,515426
05.812.813/0001-08,SANO NE SA IND E COM,513792
33.033.960/0001-07,SANO SA INDUSTRIA E COMERCIO,10391
61.070.678/0001-35,SANSUY SA IND DE PLASTICOS,10405
14.807.945/0001-24,SANSUY SA INDÚSTRIA DE PLASTICOS,12696
00.897.864/0001-58,SANTA CATARINA PART INVEST SA,15199
61.105.474/0001-92,SANTACONSTANCIA TECELAGEM SA,10421
12.907.531/0001-41,SANTANA AGROINDL SA,516597
15.741.432/0001-20,SANTANA RIOS AGROPEC SA,514926
72.418.478/0001-47,SANTANA TEXTIL SA,16039
00.589.171/0001-06,SANTANDER BRASIL ARRENDAMENTO MERCANTIL S.A.,14940
42.291.245/0001-65,SANTANDER LEASING S.A. ARREND MERC,1830
47.193.149/0001-06,SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL,12165
47.193.149/0001-06,SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL,20559
61.101.895/0001-45,SANTHER FAB.DE PAPEL SANTA THEREZINHA SA,5819
61.101.895/0001-45,SANTHER FAB.DE PAPEL SANTA THEREZINHA SA,14923
33.009.960/0001-71,SANTISTA ALIMENTOS SA,8877
15.082.688/0001-73,SANTISTA TEXTIL SA,14516
24.453.136/0001-15,SANTO ANTONIO AGRICOLA S/A,515191
24.453.136/0001-15,SANTO ANTONIO AGRICOLA S/A,520250
09.391.823/0001-60,SANTO ANTONIO ENERGIA S.A.,23388
02.762.121/0001-04,SANTOS BRASIL PARTICIPAÇÕES S.A.,17892
08.519.271/0001-60,SANTOS BRASIL TECON S.A.,20699
11.268.018/0001-95,SANTOS DUMONT AGROPEC SA,503630
04.398.913/0001-69,SANYO DA AMAZÔNIA S/A,509817
04.918.447/0001-03,SAO BERNARDO INDL SA,505110
08.811.226/0001-84,SAO BRAZ SA IND COM ALIMENTOS,12513
12.126.819/0001-89,SÃO CARLOS AGROPEC IND E COM SA,513474
29.780.061/0001-09,SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A,13781
08.117.962/0001-37,SAO DOMINGOS AGROPEC SA,502243
25.826.744/0001-90,SAO FRANCISCO IRRIGACAO SA,511560
02.710.680/0001-62,SAO FRANCISCO TEXTIL S/A,518433
09.501.669/0001-31,SAO GONCALO AGROINDL SA,501620
11.484.656/0001-43,SAO JOSE AGROINDL SA,503991
06.804.686/0001-50,SAO LUIZ AGROPECUARIA SA,514110
44.220.580/0001-06,SAO LUIZ PARTICIPACOES SA,10448
51.466.860/0001-56,SÃO MARTINHO SA,20516
11.634.607/0001-40,SÃO MIGUEL AVÍCOLA S/A,509230
43.828.581/0001-67,SAO PAULO NIKKEY PALACE HOTEL SA,518883
62.002.886/0001-60,SÃO PAULO TURISMO S. A.,9415
04.106.907/0001-90,SÃO PAULO WELLNESS S/A,19160
15.675.267/0001-56,SAO ROQUE AGROPEC SA,506729
08.299.760/0001-53,SÃO VICENTE AGROINDUSTRIAL SA,513890
22.670.426/0001-95,SAPUCAIA AGROPEC SA,501247
06.612.477/0001-04,SAQUISA-STA QUITERIA AGROP SA,502200
10.922.052/0001-79,SARABOR SA REGENS ARTEFS BORR,10464
60.500.139/0001-26,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,10472
11.838.059/0001-70,SARA-STA ROSA AGROINDL AVIC SA,504831
33.429.226/0001-61,SATMA SUL AMERICA PARTS SA,11029
00.866.577/0001-80,SAUIPE SA,15261
60.591.609/0001-04,SAVENA SA VEICS NAC COM REPR,10499
07.790.199/0001-48,SAVISA S VICENTE AGROPEC SA,514403
32.423.626/0001-05,SAYONARA EMPREEN HOTELEIROS SA,510890
06.347.409/0001-65,SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,25410
11.072.873/0001-26,SCANNER SA-IND DO VESTUARIO,501867
31.769.235/0001-76,SCAP AGROPASTORIL S.A.,511722
19.288.959/0001-00,SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A.,23400
17.568.683/0001-80,SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,23337
00.285.599/0001-57,SCGR EMPRS PARTICIPACOES SA,16063
84.693.183/0001-68,SCHULZ SA,14664
47.379.565/0001-95,SCOPUS TECNOLOGIA SA,10510
93.167.658/0001-73,SDV ADM-DE SHOPPING CENTERS SA,13790
01.545.828/0001-98,SE SA COMERCIO E IMPORTACAO,16128
14.042.551/0001-22,SEABRAS SERVIÇOS DE PETROLEO S/A,22730
27.179.647/0001-89,SEAMIL SOC EXP AGUAS MIN SA,514870
02.914.460/0001-50,SEARA ALIMENTOS SA,18198
84.374.818/0001-64,SEARA INDUSTRIAL SA,10529
60.874.633/0001-50,SEARLE BRASIL SA,10537
20.445.827/0001-16,SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS,23752
08.156.382/0001-59,SECOM AQUICULTURA COM E IND SA,501530
08.156.382/0001-59,SECOM AQUICULTURA COM E IND SA,519693
61.592.895/0001-95,SECURIT SA,10545
